symbol,side,entry_time,entry_price,quantity,score,atr,strategy,option_signal,trade_identity,underlying_symbol,strike,option_type,entry_reason,exit_time,exit_price,exit_reason,pnl,estimated_charges,net_pnl,partial_exit_count,partial_exit_events
TITAN.NS,SELL,2026-05-05 06:40:00+00:00,4372.2001953125,22,0.01609171951028049,12.214250837053571,,,TITAN.NS,,,,"TITAN.NS context GAP_UP / GAP_FILL -> ['ORB', 'VWAP'] with 2 confirmations",2026-05-05 06:55:00+00:00,4371.0,TRAILING_STOP,26.404296875,120.65960036958984,-94.25530349458984,0,[]
ONGC.NS,SELL,2026-05-05 07:00:00+00:00,288.3999938964844,346,0.07745332002356206,0.5357208251953125,,,ONGC.NS,,,,"ONGC.NS context GAP_UP / GAP_FILL -> ['ORB', 'VWAP'] with 2 confirmations",2026-05-05 07:20:00+00:00,288.8500061035156,TRAILING_STOP,-155.7042236328125,123.4571894004004,-279.1614130332129,0,[]
SBIN.NS,SELL,2026-05-05 07:20:00+00:00,1059.4000244140625,94,0.044687060805311055,2.2357090541294644,,,SBIN.NS,,,,"SBIN.NS context GAP_UP / GAP_FILL -> ['ORB', 'VWAP'] with 2 confirmations",2026-05-05 07:30:00+00:00,1061.199951171875,TRAILING_STOP,-169.193115234375,123.30596567691651,-292.4990809112915,0,[]
TATASTEEL.NS,SELL,2026-05-05 07:30:00+00:00,211.64999389648438,472,0.15236196919103911,0.394287109375,,,TATASTEEL.NS,,,,"TATASTEEL.NS context GAP_UP / SIDEWAYS -> ['VWAP', 'RSI'] with 2 confirmations",2026-05-05 07:35:00+00:00,212.02000427246094,TRAILING_STOP,-174.6448974609375,123.54818746482789,-298.1930849257654,0,[]
BEL.NS,SELL,2026-05-05 07:40:00+00:00,432.1499938964844,231,0.1116343845813636,0.6999969482421875,,,BEL.NS,,,,"BEL.NS context NO_GAP / GAP_FILL -> ['MA', 'RSI'] with 2 confirmations",2026-05-05 08:45:00+00:00,432.04998779296875,TRAILING_STOP,23.101409912109375,123.43931661779632,-100.33790670568695,0,[]
SBILIFE.NS,BUY,2026-05-05 08:45:00+00:00,1822.699951171875,54,0.08344252455820171,2.8499930245535716,,,SBILIFE.NS,,,,"SBILIFE.NS context NO_GAP / SIDEWAYS -> ['MA', 'RSI'] with 2 confirmations",2026-05-05 09:10:00+00:00,1818.9000244140625,TRAILING_STOP,-205.196044921875,122.27472162759034,-327.47076654946534,0,[]
ADANIPORTS.NS,BUY,2026-05-05 09:15:00+00:00,1733.9000244140625,57,0.07009566446520513,3.2142857142857144,,,ADANIPORTS.NS,,,,"ADANIPORTS.NS context GAP_DOWN / GAP_GO -> ['ORB', 'VWAP', 'BREAKOUT'] with 2 confirmations",2026-05-05 09:30:00+00:00,1727.0,STOP_LOSS,-393.3013916015625,122.49267413536253,-515.7940657369251,0,[]
INDIGO.NS,SELL,2026-05-05 09:30:00+00:00,4231.89990234375,23,0.0621204826788843,7.357073102678571,,,INDIGO.NS,,,,"INDIGO.NS context GAP_UP / GAP_FILL -> ['ORB', 'VWAP'] with 2 confirmations",2026-05-05 09:45:00+00:00,4238.0,TRAILING_STOP,-140.30224609375,121.57967844816895,-261.8819245419189,0,[]
NESTLEIND.NS,BUY,2026-05-05 09:45:00+00:00,1479.199951171875,67,0.028780176774845137,2.62139892578125,,,NESTLEIND.NS,,,,"NESTLEIND.NS context GAP_DOWN / GAP_GO -> ['ORB', 'VWAP', 'BREAKOUT'] with 2 confirmations",2026-05-05 09:55:00+00:00,1477.800048828125,STOP_LOSS,-93.79345703125,122.84934762972658,-216.6428046609766,0,[]
RELIANCE.NS,BUY,2026-05-05 09:55:00+00:00,1463.0,68,0.04409042781078537,2.9357125418526784,,,RELIANCE.NS,,,,"RELIANCE.NS context GAP_DOWN / GAP_GO -> ['ORB', 'VWAP', 'BREAKOUT'] with 2 confirmations",2026-05-05 09:55:00+00:00,1463.0,END_OF_TEST,0.0,123.18388952000001,-123.18388952000001,0,[]
