timestamp,equity,cash,open_positions
2026-04-29 03:45:00+00:00,100000.0,100000.0,0
2026-04-29 04:00:00+00:00,100000.0,100000.0,0
2026-04-29 04:15:00+00:00,100000.0,100000.0,0
2026-04-29 04:30:00+00:00,100000.0,100000.0,0
2026-04-29 04:45:00+00:00,100000.0,100000.0,0
2026-04-29 05:00:00+00:00,100000.0,100000.0,0
2026-04-29 05:15:00+00:00,100000.0,100000.0,0
2026-04-29 05:30:00+00:00,100000.0,100000.0,0
2026-04-29 05:45:00+00:00,100000.0,100000.0,0
2026-04-29 06:00:00+00:00,100000.0,100000.0,0
2026-04-29 06:15:00+00:00,100000.0,100000.0,0
2026-04-29 06:30:00+00:00,100000.0,100000.0,0
2026-04-29 06:45:00+00:00,100000.0,100000.0,0
2026-04-29 07:00:00+00:00,100000.0,100000.0,0
2026-04-29 07:15:00+00:00,100000.0,100000.0,0
2026-04-29 07:30:00+00:00,100000.0,100000.0,0
2026-04-29 07:45:00+00:00,100000.0,100000.0,0
2026-04-29 08:00:00+00:00,100000.0,100000.0,0
2026-04-29 08:15:00+00:00,100000.0,100000.0,0
2026-04-29 08:30:00+00:00,100000.0,100000.0,0
2026-04-29 08:45:00+00:00,100000.0,100000.0,0
2026-04-29 09:00:00+00:00,100000.0,100000.0,0
2026-04-29 09:15:00+00:00,100000.0,100000.0,0
2026-04-29 09:30:00+00:00,100000.0,100000.0,0
2026-04-29 09:45:00+00:00,100000.0,100000.0,0
2026-04-30 03:45:00+00:00,100000.0,100000.0,0
2026-04-30 04:00:00+00:00,100000.0,100000.0,0
2026-04-30 04:15:00+00:00,100000.0,100000.0,0
2026-04-30 04:30:00+00:00,100000.0,100000.0,0
2026-04-30 04:45:00+00:00,100000.0,100000.0,0
2026-04-30 05:00:00+00:00,100000.0,100000.0,0
2026-04-30 05:15:00+00:00,100000.0,100000.0,0
2026-04-30 05:30:00+00:00,100000.0,100000.0,0
2026-04-30 05:45:00+00:00,100000.0,100000.0,0
2026-04-30 06:00:00+00:00,100000.0,100000.0,0
2026-04-30 06:15:00+00:00,100000.0,100000.0,0
2026-04-30 06:30:00+00:00,100000.0,100000.0,0
2026-04-30 06:45:00+00:00,100000.0,100000.0,0
2026-04-30 07:00:00+00:00,100000.0,100000.0,0
2026-04-30 07:15:00+00:00,100000.0,100000.0,0
2026-04-30 07:30:00+00:00,100000.0,100000.0,0
2026-04-30 07:45:00+00:00,100000.0,100000.0,0
2026-04-30 08:00:00+00:00,100000.0,100000.0,0
2026-04-30 08:15:00+00:00,100000.0,100000.0,0
2026-04-30 08:30:00+00:00,100000.0,100000.0,0
2026-04-30 08:45:00+00:00,100000.0,100000.0,0
2026-04-30 09:00:00+00:00,100000.0,100000.0,0
2026-04-30 09:15:00+00:00,100000.0,100000.0,0
2026-04-30 09:30:00+00:00,100000.0,100000.0,0
2026-04-30 09:45:00+00:00,100000.0,100000.0,0
2026-05-04 03:45:00+00:00,100000.0,26808.0,1
2026-05-04 04:00:00+00:00,99468.0,26808.0,1
2026-05-04 04:15:00+00:00,99345.5,26808.0,1
2026-05-04 04:30:00+00:00,99062.0,181971.20147705078,1
2026-05-04 04:45:00+00:00,99098.29852294922,181971.20147705078,1
2026-05-04 05:00:00+00:00,99013.60443115234,181971.20147705078,1
2026-05-04 05:15:00+00:00,98965.20147705078,181971.20147705078,1
2026-05-04 05:30:00+00:00,98735.29852294922,181971.20147705078,1
2026-05-04 05:45:00+00:00,98674.79852294922,181971.20147705078,1
2026-05-04 06:00:00+00:00,98541.70147705078,181971.20147705078,1
2026-05-04 06:15:00+00:00,98553.79852294922,181971.20147705078,1
2026-05-04 06:30:00+00:00,99158.79852294922,181971.20147705078,1
2026-05-04 06:45:00+00:00,98880.5,181971.20147705078,1
2026-05-04 07:00:00+00:00,98916.79852294922,181971.20147705078,1
2026-05-04 07:15:00+00:00,98880.5,181971.20147705078,1
2026-05-04 07:30:00+00:00,98735.29852294922,181971.20147705078,1
2026-05-04 07:45:00+00:00,99110.40295410156,181971.20147705078,1
2026-05-04 08:00:00+00:00,98916.79852294922,181971.20147705078,1
2026-05-04 08:15:00+00:00,99037.79852294922,181971.20147705078,1
2026-05-04 08:30:00+00:00,98747.40295410156,181971.20147705078,1
2026-05-04 08:45:00+00:00,98771.60443115234,181971.20147705078,1
2026-05-04 09:00:00+00:00,98880.5,181971.20147705078,1
2026-05-04 09:15:00+00:00,98928.90295410156,181971.20147705078,1
2026-05-04 09:30:00+00:00,98892.60443115234,181971.20147705078,1
2026-05-04 09:45:00+00:00,98953.10443115234,181971.20147705078,1
2026-05-05 03:45:00+00:00,99328.20147705078,181971.20147705078,1
2026-05-05 04:00:00+00:00,98941.0,181971.20147705078,1
2026-05-05 04:15:00+00:00,98989.40295410156,181971.20147705078,1
2026-05-05 04:30:00+00:00,99364.5,181971.20147705078,1
2026-05-05 04:45:00+00:00,99388.70147705078,181971.20147705078,1
2026-05-05 05:00:00+00:00,99533.90295410156,181971.20147705078,1
2026-05-05 05:15:00+00:00,99606.5,181971.20147705078,1
2026-05-05 05:30:00+00:00,99570.20147705078,181971.20147705078,1
2026-05-05 05:45:00+00:00,99630.70147705078,181971.20147705078,1
2026-05-05 06:00:00+00:00,99739.60443115234,181971.20147705078,1
2026-05-05 06:15:00+00:00,99775.90295410156,181971.20147705078,1
2026-05-05 06:30:00+00:00,99521.79852294922,181971.20147705078,1
2026-05-05 06:45:00+00:00,99243.5,181971.20147705078,1
2026-05-05 07:00:00+00:00,99267.70147705078,181971.20147705078,1
2026-05-05 07:15:00+00:00,99207.20147705078,181971.20147705078,1
2026-05-05 07:30:00+00:00,98892.60443115234,197741.40911865234,1
2026-05-05 07:45:00+00:00,98981.40911865234,197741.40911865234,1
2026-05-05 08:00:00+00:00,98892.60443115234,197741.40911865234,1
2026-05-05 08:15:00+00:00,98813.40911865234,197741.40911865234,1
2026-05-05 08:30:00+00:00,98839.81146240234,197741.40911865234,1
2026-05-05 08:45:00+00:00,98573.40911865234,197741.40911865234,1
2026-05-05 09:00:00+00:00,98724.60443115234,197741.40911865234,1
2026-05-05 09:15:00+00:00,98779.81146240234,197741.40911865234,1
2026-05-05 09:30:00+00:00,98542.21380615234,197741.40911865234,1
2026-05-05 09:45:00+00:00,98491.81146240234,196931.17236328125,1
